case_id,activity,timestamp,actor,system
INV-4111,Verify invoice against purchase order,2025-03-17T06:07:00,clerk3@corp.com,SAP
INV-4111,Match line items,2025-03-17T06:14:00,clerk3@corp.com,Coupa
INV-4111,Record verification result,2025-03-17T06:23:00,clerk3@corp.com,SAP
INV-4112,verify invoice vs PO,2025-03-17T09:16:00,clerk0@corp.com,SAP
INV-4112,Match line items,2025-03-17T09:22:00,clerk0@corp.com,Coupa
INV-4112,Record verification result,2025-03-17T09:33:00,clerk0@corp.com,SAP
INV-4113,Verify invoice against purchase order,2025-03-17T12:17:00,clerk1@corp.com,SAP
INV-4113,Match line items,2025-03-17T12:29:00,clerk1@corp.com,Coupa
INV-4113,Record verification result,2025-03-17T12:42:00,clerk1@corp.com,SAP
INV-4114,verify invoice vs PO,2025-03-17T15:16:00,clerk2@corp.com,SAP
INV-4114,Match line items,2025-03-17T15:24:00,clerk2@corp.com,Coupa
INV-4114,Record verification result,2025-03-17T15:39:00,clerk2@corp.com,SAP
INV-4115,Invoice / PO verification,2025-03-17T18:32:00,clerk3@corp.com,SAP
INV-4115,Match line items,2025-03-17T18:45:00,clerk3@corp.com,Coupa
INV-4115,Record verification result,2025-03-17T18:58:00,clerk3@corp.com,SAP
INV-4116,Verify invoice against purchase order,2025-03-17T21:20:00,clerk0@corp.com,SAP
INV-4116,Match line items,2025-03-17T21:30:00,clerk0@corp.com,Coupa
INV-4116,Record verification result,2025-03-17T21:35:00,clerk0@corp.com,SAP
INV-4117,verify invoice vs PO,2025-03-18T00:11:00,clerk1@corp.com,SAP
INV-4117,Match line items,2025-03-18T00:18:00,clerk1@corp.com,Coupa
INV-4117,Record verification result,2025-03-18T00:30:00,clerk1@corp.com,SAP
INV-4118,Invoice / PO verification,2025-03-18T03:01:00,clerk2@corp.com,SAP
INV-4118,Match line items,2025-03-18T03:08:00,clerk2@corp.com,Coupa
INV-4118,Record verification result,2025-03-18T03:20:00,clerk2@corp.com,SAP
INV-4119,Invoice / PO verification,2025-03-18T06:05:00,clerk3@corp.com,SAP
INV-4119,Match line items,2025-03-18T06:14:00,clerk3@corp.com,Coupa
INV-4119,Record verification result,2025-03-18T06:21:00,clerk3@corp.com,SAP
INV-4120,Verify invoice against purchase order,2025-03-18T09:16:00,clerk0@corp.com,SAP
INV-4120,Match line items,2025-03-18T09:29:00,clerk0@corp.com,Coupa
INV-4120,Record verification result,2025-03-18T09:31:00,clerk0@corp.com,SAP
INV-4121,Invoice / PO verification,2025-03-18T12:21:00,clerk1@corp.com,SAP
INV-4121,Match line items,2025-03-18T12:33:00,clerk1@corp.com,Coupa
INV-4121,Record verification result,2025-03-18T12:40:00,clerk1@corp.com,SAP
INV-4121,Correct mismatched line,2025-03-18T12:55:00,clerk1@corp.com,SAP
INV-4122,Verify invoice against purchase order,2025-03-18T15:39:00,clerk2@corp.com,SAP
INV-4122,Match line items,2025-03-18T15:45:00,clerk2@corp.com,Coupa
INV-4122,Record verification result,2025-03-18T16:02:00,clerk2@corp.com,SAP
INV-4123,Verify invoice against purchase order,2025-03-18T18:15:00,clerk3@corp.com,SAP
INV-4123,Match line items,2025-03-18T18:23:00,clerk3@corp.com,Coupa
INV-4123,Record verification result,2025-03-18T18:34:00,clerk3@corp.com,SAP
INV-4124,Verify invoice against purchase order,2025-03-18T21:03:00,clerk0@corp.com,SAP
INV-4124,Match line items,2025-03-18T21:12:00,clerk0@corp.com,Coupa
INV-4124,Record verification result,2025-03-18T21:22:00,clerk0@corp.com,SAP
INV-4125,verify invoice vs PO,2025-03-19T00:40:00,clerk1@corp.com,SAP
INV-4125,Match line items,2025-03-19T00:54:00,clerk1@corp.com,Coupa
INV-4125,Record verification result,2025-03-19T00:58:00,clerk1@corp.com,SAP
INV-4126,verify invoice vs PO,2025-03-19T03:18:00,clerk2@corp.com,SAP
INV-4126,Match line items,2025-03-19T03:32:00,clerk2@corp.com,Coupa
INV-4126,Record verification result,2025-03-19T03:43:00,clerk2@corp.com,SAP
INV-4127,verify invoice vs PO,2025-03-19T06:11:00,clerk3@corp.com,SAP
INV-4127,Match line items,2025-03-19T06:22:00,clerk3@corp.com,Coupa
INV-4127,Record verification result,2025-03-19T06:26:00,clerk3@corp.com,SAP
INV-4128,Verify invoice against purchase order,2025-03-19T09:16:00,clerk0@corp.com,SAP
INV-4128,Match line items,2025-03-19T09:22:00,clerk0@corp.com,Coupa
INV-4128,Record verification result,2025-03-19T09:31:00,clerk0@corp.com,SAP
INV-4129,Invoice / PO verification,2025-03-19T12:32:00,clerk1@corp.com,SAP
INV-4129,Match line items,2025-03-19T12:41:00,clerk1@corp.com,Coupa
INV-4129,Record verification result,2025-03-19T12:55:00,clerk1@corp.com,SAP
PAY-900,Payroll tax remittance and filing,2025-03-03T09:00:00,payroll.lead@corp.com,ADP
PAY-900,Submit filing to tax authority,2025-03-03T09:22:00,payroll.lead@corp.com,IRS FIRE
PAY-901,Payroll tax remittance and filing,2025-03-03T18:00:00,payroll.lead@corp.com,ADP
PAY-901,Submit filing to tax authority,2025-03-03T18:22:00,payroll.lead@corp.com,IRS FIRE
PAY-902,Payroll tax remittance and filing,2025-03-04T03:00:00,payroll.lead@corp.com,ADP
PAY-902,Submit filing to tax authority,2025-03-04T03:22:00,payroll.lead@corp.com,IRS FIRE
PAY-903,Payroll tax remittance and filing,2025-03-04T12:00:00,payroll.lead@corp.com,ADP
PAY-903,Submit filing to tax authority,2025-03-04T12:22:00,payroll.lead@corp.com,IRS FIRE
PAY-904,Payroll tax remittance and filing,2025-03-04T21:00:00,payroll.lead@corp.com,ADP
PAY-904,Submit filing to tax authority,2025-03-04T21:22:00,payroll.lead@corp.com,IRS FIRE
PAY-905,Payroll tax remittance and filing,2025-03-05T06:00:00,payroll.lead@corp.com,ADP
PAY-905,Submit filing to tax authority,2025-03-05T06:22:00,payroll.lead@corp.com,IRS FIRE
PAY-906,Payroll tax remittance and filing,2025-03-05T15:00:00,payroll.lead@corp.com,ADP
PAY-906,Submit filing to tax authority,2025-03-05T15:22:00,payroll.lead@corp.com,IRS FIRE
PAY-907,Payroll tax remittance and filing,2025-03-06T00:00:00,payroll.lead@corp.com,ADP
PAY-907,Submit filing to tax authority,2025-03-06T00:22:00,payroll.lead@corp.com,IRS FIRE
PAY-908,Payroll tax remittance and filing,2025-03-06T09:00:00,payroll.lead@corp.com,ADP
PAY-908,Submit filing to tax authority,2025-03-06T09:22:00,payroll.lead@corp.com,IRS FIRE
PAY-909,Payroll tax remittance and filing,2025-03-06T18:00:00,payroll.lead@corp.com,ADP
PAY-909,Submit filing to tax authority,2025-03-06T18:22:00,payroll.lead@corp.com,IRS FIRE
PAY-910,Payroll tax remittance and filing,2025-03-07T03:00:00,payroll.lead@corp.com,ADP
PAY-910,Submit filing to tax authority,2025-03-07T03:22:00,payroll.lead@corp.com,IRS FIRE
PAY-911,Payroll tax remittance and filing,2025-03-07T12:00:00,payroll.lead@corp.com,ADP
PAY-911,Submit filing to tax authority,2025-03-07T12:22:00,payroll.lead@corp.com,IRS FIRE
PAY-912,Payroll tax remittance and filing,2025-03-07T21:00:00,payroll.lead@corp.com,ADP
PAY-912,Submit filing to tax authority,2025-03-07T21:22:00,payroll.lead@corp.com,IRS FIRE
PAY-913,Payroll tax remittance and filing,2025-03-08T06:00:00,payroll.lead@corp.com,ADP
PAY-913,Submit filing to tax authority,2025-03-08T06:22:00,payroll.lead@corp.com,IRS FIRE
PAY-914,Payroll tax remittance and filing,2025-03-08T15:00:00,payroll.lead@corp.com,ADP
PAY-914,Submit filing to tax authority,2025-03-08T15:22:00,payroll.lead@corp.com,IRS FIRE
PAY-915,Payroll tax remittance and filing,2025-03-09T00:00:00,payroll.lead@corp.com,ADP
PAY-915,Submit filing to tax authority,2025-03-09T00:22:00,payroll.lead@corp.com,IRS FIRE
PAY-916,Payroll tax remittance and filing,2025-03-09T09:00:00,payroll.lead@corp.com,ADP
PAY-916,Submit filing to tax authority,2025-03-09T09:22:00,payroll.lead@corp.com,IRS FIRE
PAY-917,Payroll tax remittance and filing,2025-03-09T18:00:00,payroll.lead@corp.com,ADP
PAY-917,Submit filing to tax authority,2025-03-09T18:22:00,payroll.lead@corp.com,IRS FIRE
PAY-918,Payroll tax remittance and filing,2025-03-10T03:00:00,payroll.lead@corp.com,ADP
PAY-918,Submit filing to tax authority,2025-03-10T03:22:00,payroll.lead@corp.com,IRS FIRE
PAY-919,Payroll tax remittance and filing,2025-03-10T12:00:00,payroll.lead@corp.com,ADP
PAY-919,Submit filing to tax authority,2025-03-10T12:22:00,payroll.lead@corp.com,IRS FIRE
PAY-920,Payroll tax remittance and filing,2025-03-10T21:00:00,payroll.lead@corp.com,ADP
PAY-920,Submit filing to tax authority,2025-03-10T21:22:00,payroll.lead@corp.com,IRS FIRE
PAY-921,Payroll tax remittance and filing,2025-03-11T06:00:00,payroll.lead@corp.com,ADP
PAY-921,Submit filing to tax authority,2025-03-11T06:22:00,payroll.lead@corp.com,IRS FIRE
PAY-922,Payroll tax remittance and filing,2025-03-11T15:00:00,payroll.lead@corp.com,ADP
PAY-922,Submit filing to tax authority,2025-03-11T15:22:00,payroll.lead@corp.com,IRS FIRE
PAY-923,Payroll tax remittance and filing,2025-03-12T00:00:00,payroll.lead@corp.com,ADP
PAY-923,Submit filing to tax authority,2025-03-12T00:22:00,payroll.lead@corp.com,IRS FIRE
PAY-924,Payroll tax remittance and filing,2025-03-12T09:00:00,payroll.lead@corp.com,ADP
PAY-924,Submit filing to tax authority,2025-03-12T09:22:00,payroll.lead@corp.com,IRS FIRE
PAY-925,Payroll tax remittance and filing,2025-03-12T18:00:00,payroll.lead@corp.com,ADP
PAY-925,Submit filing to tax authority,2025-03-12T18:22:00,payroll.lead@corp.com,IRS FIRE
PAY-926,Payroll tax remittance and filing,2025-03-13T03:00:00,payroll.lead@corp.com,ADP
PAY-926,Submit filing to tax authority,2025-03-13T03:22:00,payroll.lead@corp.com,IRS FIRE
PAY-927,Payroll tax remittance and filing,2025-03-13T12:00:00,payroll.lead@corp.com,ADP
PAY-927,Submit filing to tax authority,2025-03-13T12:22:00,payroll.lead@corp.com,IRS FIRE
PAY-928,Payroll tax remittance and filing,2025-03-13T21:00:00,payroll.lead@corp.com,ADP
PAY-928,Submit filing to tax authority,2025-03-13T21:22:00,payroll.lead@corp.com,IRS FIRE
PAY-929,Payroll tax remittance and filing,2025-03-14T06:00:00,payroll.lead@corp.com,ADP
PAY-929,Submit filing to tax authority,2025-03-14T06:22:00,payroll.lead@corp.com,IRS FIRE
PAY-930,Payroll tax remittance and filing,2025-03-14T15:00:00,payroll.lead@corp.com,ADP
PAY-930,Submit filing to tax authority,2025-03-14T15:22:00,payroll.lead@corp.com,IRS FIRE
PAY-931,Payroll tax remittance and filing,2025-03-15T00:00:00,payroll.lead@corp.com,ADP
PAY-931,Submit filing to tax authority,2025-03-15T00:22:00,payroll.lead@corp.com,IRS FIRE
PAY-932,Payroll tax remittance and filing,2025-03-15T09:00:00,payroll.lead@corp.com,ADP
PAY-932,Submit filing to tax authority,2025-03-15T09:22:00,payroll.lead@corp.com,IRS FIRE
PAY-933,Payroll tax remittance and filing,2025-03-15T18:00:00,payroll.lead@corp.com,ADP
PAY-933,Submit filing to tax authority,2025-03-15T18:22:00,payroll.lead@corp.com,IRS FIRE
PAY-934,Payroll tax remittance and filing,2025-03-16T03:00:00,payroll.lead@corp.com,ADP
PAY-934,Submit filing to tax authority,2025-03-16T03:22:00,payroll.lead@corp.com,IRS FIRE
PAY-935,Payroll tax remittance and filing,2025-03-16T12:00:00,payroll.lead@corp.com,ADP
PAY-935,Submit filing to tax authority,2025-03-16T12:22:00,payroll.lead@corp.com,IRS FIRE
PAY-936,Payroll tax remittance and filing,2025-03-16T21:00:00,payroll.lead@corp.com,ADP
PAY-936,Submit filing to tax authority,2025-03-16T21:22:00,payroll.lead@corp.com,IRS FIRE
PAY-937,Payroll tax remittance and filing,2025-03-17T06:00:00,payroll.lead@corp.com,ADP
PAY-937,Submit filing to tax authority,2025-03-17T06:22:00,payroll.lead@corp.com,IRS FIRE
PAY-938,Payroll tax remittance and filing,2025-03-17T15:00:00,payroll.lead@corp.com,ADP
PAY-938,Submit filing to tax authority,2025-03-17T15:22:00,payroll.lead@corp.com,IRS FIRE
PAY-939,Payroll tax remittance and filing,2025-03-18T00:00:00,payroll.lead@corp.com,ADP
PAY-939,Submit filing to tax authority,2025-03-18T00:22:00,payroll.lead@corp.com,IRS FIRE
VEN-300,Review vendor onboarding documents,2025-03-03T09:00:00,proc.analyst@corp.com,DocuSign
VEN-300,Assess vendor compliance risk,2025-03-03T09:40:00,proc.analyst@corp.com,NetSuite
VEN-301,Review vendor onboarding documents,2025-03-03T23:00:00,proc.analyst@corp.com,DocuSign
VEN-301,Assess vendor compliance risk,2025-03-03T23:40:00,proc.analyst@corp.com,NetSuite
VEN-302,Review vendor onboarding documents,2025-03-04T13:00:00,proc.analyst@corp.com,DocuSign
VEN-302,Assess vendor compliance risk,2025-03-04T13:40:00,proc.analyst@corp.com,NetSuite
VEN-303,Review vendor onboarding documents,2025-03-05T03:00:00,proc.analyst@corp.com,DocuSign
VEN-303,Assess vendor compliance risk,2025-03-05T03:40:00,proc.analyst@corp.com,NetSuite
VEN-304,Review vendor onboarding documents,2025-03-05T17:00:00,proc.analyst@corp.com,DocuSign
VEN-304,Assess vendor compliance risk,2025-03-05T17:40:00,proc.analyst@corp.com,NetSuite
VEN-305,Review vendor onboarding documents,2025-03-06T07:00:00,proc.analyst@corp.com,DocuSign
VEN-305,Assess vendor compliance risk,2025-03-06T07:40:00,proc.analyst@corp.com,NetSuite
VEN-306,Review vendor onboarding documents,2025-03-06T21:00:00,proc.analyst@corp.com,DocuSign
VEN-306,Assess vendor compliance risk,2025-03-06T21:40:00,proc.analyst@corp.com,NetSuite
VEN-307,Review vendor onboarding documents,2025-03-07T11:00:00,proc.analyst@corp.com,DocuSign
VEN-307,Assess vendor compliance risk,2025-03-07T11:40:00,proc.analyst@corp.com,NetSuite
VEN-308,Review vendor onboarding documents,2025-03-08T01:00:00,proc.analyst@corp.com,DocuSign
VEN-308,Assess vendor compliance risk,2025-03-08T01:40:00,proc.analyst@corp.com,NetSuite
VEN-309,Review vendor onboarding documents,2025-03-08T15:00:00,proc.analyst@corp.com,DocuSign
VEN-309,Assess vendor compliance risk,2025-03-08T15:40:00,proc.analyst@corp.com,NetSuite
VEN-310,Review vendor onboarding documents,2025-03-09T05:00:00,proc.analyst@corp.com,DocuSign
VEN-310,Assess vendor compliance risk,2025-03-09T05:40:00,proc.analyst@corp.com,NetSuite
VEN-311,Review vendor onboarding documents,2025-03-09T19:00:00,proc.analyst@corp.com,DocuSign
VEN-311,Assess vendor compliance risk,2025-03-09T19:40:00,proc.analyst@corp.com,NetSuite
VEN-312,Review vendor onboarding documents,2025-03-10T09:00:00,proc.analyst@corp.com,DocuSign
VEN-312,Assess vendor compliance risk,2025-03-10T09:40:00,proc.analyst@corp.com,NetSuite
VEN-313,Review vendor onboarding documents,2025-03-10T23:00:00,proc.analyst@corp.com,DocuSign
VEN-313,Assess vendor compliance risk,2025-03-10T23:40:00,proc.analyst@corp.com,NetSuite
VEN-314,Review vendor onboarding documents,2025-03-11T13:00:00,proc.analyst@corp.com,DocuSign
VEN-314,Assess vendor compliance risk,2025-03-11T13:40:00,proc.analyst@corp.com,NetSuite
VEN-315,Review vendor onboarding documents,2025-03-12T03:00:00,proc.analyst@corp.com,DocuSign
VEN-315,Assess vendor compliance risk,2025-03-12T03:40:00,proc.analyst@corp.com,NetSuite
VEN-316,Review vendor onboarding documents,2025-03-12T17:00:00,proc.analyst@corp.com,DocuSign
VEN-316,Assess vendor compliance risk,2025-03-12T17:40:00,proc.analyst@corp.com,NetSuite
VEN-317,Review vendor onboarding documents,2025-03-13T07:00:00,proc.analyst@corp.com,DocuSign
VEN-317,Assess vendor compliance risk,2025-03-13T07:40:00,proc.analyst@corp.com,NetSuite
VEN-318,Review vendor onboarding documents,2025-03-13T21:00:00,proc.analyst@corp.com,DocuSign
VEN-318,Assess vendor compliance risk,2025-03-13T21:40:00,proc.analyst@corp.com,NetSuite
VEN-319,Review vendor onboarding documents,2025-03-14T11:00:00,proc.analyst@corp.com,DocuSign
VEN-319,Assess vendor compliance risk,2025-03-14T11:40:00,proc.analyst@corp.com,NetSuite
VEN-320,Review vendor onboarding documents,2025-03-15T01:00:00,proc.analyst@corp.com,DocuSign
VEN-320,Assess vendor compliance risk,2025-03-15T01:40:00,proc.analyst@corp.com,NetSuite
VEN-321,Review vendor onboarding documents,2025-03-15T15:00:00,proc.analyst@corp.com,DocuSign
VEN-321,Assess vendor compliance risk,2025-03-15T15:40:00,proc.analyst@corp.com,NetSuite
VEN-322,Review vendor onboarding documents,2025-03-16T05:00:00,proc.analyst@corp.com,DocuSign
VEN-322,Assess vendor compliance risk,2025-03-16T05:40:00,proc.analyst@corp.com,NetSuite
VEN-323,Review vendor onboarding documents,2025-03-16T19:00:00,proc.analyst@corp.com,DocuSign
VEN-323,Assess vendor compliance risk,2025-03-16T19:40:00,proc.analyst@corp.com,NetSuite
VEN-324,Review vendor onboarding documents,2025-03-17T09:00:00,proc.analyst@corp.com,DocuSign
VEN-324,Assess vendor compliance risk,2025-03-17T09:40:00,proc.analyst@corp.com,NetSuite
